id,area_sqm,area_sqkm
08b2a8ba633a8fff020060c63e259fbb,271.0521671160883,0.0002710521671160883
08b2a8ba633abfff0200202357640d63,20.855251256015833,2.0855251256015833e-05
08b2a8ba63354fff0200bc6b168d1ed3,291.9033677122735,0.0002919033677122735
08b2a8ba63308fff020087deb731537d,199.17804777275379,0.0001991780477727538
08b2a8ba6330dfff0200ff494b4e2884,221.72723972389736,0.00022172723972389735
08b2a8ba63301fff020083dd8c5262bc,374.9485651382144,0.0003749485651382144
08b2a8ba6332bfff02009e7ea99d4f75,1473.4426103259073,0.0014734426103259072
08b2a8ba63310fff02006a67afd8cf3c,67.06964813790744,6.706964813790743e-05
08b2a8ba63311fff0200302686ce5888,52.078247559843206,5.207824755984321e-05
08b2a8ba63312fff020092ca6c1075fe,102.07418001643404,0.00010207418001643404
08b2a8ba63314fff02005cb3096244bd,299.56611367044036,0.0002995661136704404
08b2a8ba6304bfff0200fdeaaec6e4a2,55.41288184329643,5.5412881843296435e-05
08b2a8ba6304bfff0200b1f275d8dc91,34.081724381869904,3.4081724381869905e-05
08b2a8ba6304bfff02000afae99c0356,70.78704870358187,7.078704870358187e-05
08b2a8ba63049fff020064ebb3d676ce,167.69401359664434,0.00016769401359664434
08b2a8ba6304afff0200b9e70896fc39,648.2754958041837,0.0006482754958041838
08b2a8ba63043fff02003298e7e9ea05,519.1884598262245,0.0005191884598262245
08b2a8ba6306afff02001cba56fed06d,207.8167856637736,0.0002078167856637736
08b2a8ba63315fff020090e72ee2ea90,279.09004844341007,0.00027909004844341005
08b2a8ba63333fff020024d763f9d87e,304.73200615831513,0.0003047320061583151
08b2a8ba63330fff020074db433448b5,48.30261386137441,4.830261386137441e-05
08b2a8ba63330fff0200fbece2e33eff,219.86182404121774,0.00021986182404121774
08b2a8ba63330fff0200703761d70a58,162.75473069428563,0.00016275473069428563
08b2a8ba63330fff0200c9066c0b58e2,157.2887364830054,0.00015728873648300542
08b2a8ba6332cfff0200231d002b4d77,1667.1321328105935,0.0016671321328105935
08b2a8ba63371fff0200f5f406e6f043,1699.8932767906008,0.0016998932767906007
08b2a8ba63371fff02002ddeb11b4422,168.83589107469734,0.00016883589107469734
08b2a8ba63360fff0200ba8f4967d4b3,63.11562525552907,6.311562525552907e-05
08b2a8ba63375fff0200c2dfd1a94061,1473.5988765680179,0.0014735988765680178
08b2a8ba63362fff020028619134670f,287.30384874506603,0.000287303848745066
08b2a8ba63366fff0200b8dee3471b13,287.3047243862348,0.0002873047243862348
08b2a8ba63329fff02004b27034ca1f0,543.8035154076646,0.0005438035154076646
08b2a8ba63329fff0200886cb1678a20,1473.0294182417476,0.0014730294182417477
08b2a8ba6332dfff02004142f349480c,569.7635836140643,0.0005697635836140642
08b2a8ba63ad8fff0200984ec7f4b7a8,1473.5918189201502,0.0014735918189201502
08b2a8ba63acafff02009148fcf736c5,1703.0273650183788,0.0017030273650183788
08b2a8ba63acbfff02001c9ac0f0ff65,266.19166987686265,0.0002661916698768626
08b2a8ba63ac3fff0200184517bc40d7,1473.3048276293205,0.0014733048276293205
08b2a8ba63acefff02003bbfdfadbb42,1707.8837979280734,0.0017078837979280733
08b2a8ba63ad3fff0200c5f13bbaa78a,286.53677555121664,0.0002865367755512166
08b2a8ba63ad2fff02008c953866fe89,1473.5865741088471,0.001473586574108847
08b2a8ba63adefff020030c6b3374d29,289.6339917453696,0.0002896339917453696
08b2a8ba63ad3fff02006499f84fb2aa,286.72279662918163,0.0002867227966291816
08b2a8ba63ad5fff0200f97ad5d522f4,286.6593852252543,0.0002866593852252543
08b2a8ba63af2fff02001b39257e2386,1473.6256061685372,0.0014736256061685371
08b2a8ba63ac2fff0200ba81daf98493,1473.5359145780776,0.0014735359145780775
08b2a8ba63af3fff0200b780de1469cc,286.66052974726676,0.0002866605297472668
08b2a8ba63b0afff02007648668eae38,342.4627044446926,0.0003424627044446926
08b2a8ba63b0efff020029a47ac15a1c,467.5292262916441,0.00046752922629164406
08b2a8ba63b03fff0200d0fcb71ae66c,450.82291154046146,0.00045082291154046147
08b2a8ba63b01fff0200d411609eb466,350.6030699159174,0.0003506030699159174
08b2a8ba63b00fff02005eed0a7f0576,292.5333475501928,0.00029253334755019277
08b2a8ba63b06fff02000bef5f732683,350.2124779906956,0.0003502124779906956
08b2a8ba63b30fff020063fd0039fcf0,522.2156238705379,0.0005222156238705379
08b2a8ba63b32fff02008f033e6015e9,494.60306497370334,0.0004946030649737033
08b2a8ba63b31fff0200e2f4d9802263,483.79012650795823,0.00048379012650795824
08b2a8ba63b30fff0200310c41de181b,419.68396703610455,0.00041968396703610453
08b2a8ba63b35fff02009591b8c86d94,310.7166206504327,0.0003107166206504327
08b2a8ba6386bfff0200ce0fcdd63c6f,328.0423034195923,0.0003280423034195923
08b2a8ba6384dfff0200474e4b23f785,400.1191835529463,0.00040011918355294633
08b2a8ba6386bfff02002a50ec9f2b29,289.55033924199273,0.00028955033924199275
08b2a8ba63869fff02009542ee1ab8af,361.600432659264,0.000361600432659264
08b2a8ba63b34fff0200fc11ea2fd235,354.0325288937757,0.0003540325288937757
08b2a8ba63b34fff020040a5f96bdb52,363.79413909370714,0.00036379413909370717
08b2a8ba6386afff0200c0b227f71354,375.91534969866404,0.00037591534969866406
08b2a8ba6386efff0200480da043c8f6,346.88874323955446,0.00034688874323955443
08b2a8ba63868fff02002ad2847b7ee3,338.1193324817536,0.0003381193324817536
08b2a8ba6386efff02000e939ea5a215,438.23024452917014,0.00043823024452917014
08b2a8ba63861fff0200a5da1596eb21,329.82314766775585,0.0003298231476677559
08b2a8ba6386dfff020046e8c4f36ac9,294.55957092909586,0.00029455957092909584
08b2a8ba61493fff0200f0af11fe9ec4,402.329354802328,0.000402329354802328
08b2a8ba6e920fff02001f47d238cb06,980.5593811384296,0.0009805593811384296
08b2a8ba612d2fff0200ae6752ebcd82,1350.1945848742012,0.0013501945848742012
08b2a8ba612d0fff02008f07bb63c9fa,45.75835741859349,4.575835741859349e-05
08b2a8ba612d0fff02007f249528aa0f,1078.294067580095,0.001078294067580095
08b2a8ba612c6fff0200e39c33d11ef3,1268.1585017774191,0.0012681585017774192
08b2a8ba612c0fff020048f3f65f0e04,1975.8419756517578,0.0019758419756517576
08b2a8ba63b63fff020068bc55f00ff2,492.9536346660458,0.0004929536346660458
08b2a8ba63b62fff0200d4eaaaabf3be,365.43326276899853,0.00036543326276899853
